C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,T
-0.8447787085045553,-8.244393366920775,0.6115357732753182,-8.743535517766624,-2.081747195163525,1.1530824612586839,-0.8180309961370364,10.138882670687742,2.0698616891798753,-7.1467477514119695,2.58
17.226578327509664,-13.207116824332488,18.471083663858597,-2.169767580621565,-4.112161779509535,5.915336677633826,0.3067515418186598,-1.9596255715103874,-6.715133593352675,5.35900810268061,2.48
-28.971976188811055,-0.6238955545967331,0.9557850368172145,1.5330505710758957,-5.417319969193257,-6.167572267135796,15.390409310623241,-3.569560311992071,-3.9585267983819796,2.3263913067184783,2.39
5.09277710847728,-0.06657593603137346,5.204142485154557,-3.197415085263184,4.091732213248402,2.488141363697878,-3.9021307433284664,-1.2389351609574388,-2.0213317575697523,0.13692234346472043,2.9
-5.093694144773075,9.404280603962805,-1.959428405108695,1.5237066678286306,1.898312450348409,-0.45107034180252814,8.350912965423072,9.17657920982377,-1.8681419609244527,3.7034614814028184,2.67
-1.582588232470287,7.994736973664,0.32466781248204524,-6.139255865003175,2.6616767083211426,4.521367285255595,5.329207021059895,-2.0576754409376745,-2.514770266315377,0.26453631468782945,2.77
-16.679201548953586,-7.17147360399048,-9.701446207884734,0.23038832038585855,-3.4555329648038815,-5.421498618657558,1.148994148036875,6.712910739302977,-0.12618503598721864,3.2392380771458686,2.48
8.734259886724354,7.788560754653938,-9.258351803725882,-16.204790142749125,3.4828962305261277,-9.631539471110575,4.951439441861031,8.19858671137983,-3.957109013081748,0.40219842117041094,2.58
2.5518061917770813,18.4994336279944,-14.94866053673932,-4.449953367106193,15.993353307269127,4.65762542168118,-9.040875819401165,1.333242993008143,0.09304197887281945,-0.42170576883345134,2.39
2.598884268413113,2.016880386962619,4.035405175298394,-1.0796227014846416,-5.0789834136767755,3.650709975681374,7.466258999539025,-3.531257358081912,-3.086787738221244,-0.9527004821950011,2.9
3.166605521262769,3.8912957964364296,2.6299606907592854,-3.6391849191147925,-6.183985347919951,-2.4906328459319664,-3.0211686964840445,0.07799792075038026,1.3841490602670916,-3.5463126541660297,2.77
-5.229048629145986,4.242997198734632,-0.6566029327797208,9.124286242839974,10.481763742775255,1.9484755107069862,7.745572118768067,1.4744344926575312,-5.5056614699586905,1.333969635234809,2.67
4.876935897550059,-0.3647603980617605,-12.780990410151801,7.060996898456531,-6.4291467794183355,8.739887638497452,2.035126498794994,-6.466101626774531,-3.4456910886563747,0.5625097853574523,2.58
-15.196597364275364,-3.0632630401346725,2.0168538360340564,-0.9000093902553723,-3.0642210927534284,-0.7500661675131315,-3.435448064143368,-3.456794752686554,-6.187868946557763,6.357736851123057,2.48
0.38448407944190055,7.347310506204717,-8.271652195400732,-10.646020264351437,-25.821190926219785,7.084189557354313,-9.709923189447629,-0.8624139428251483,-17.546816690460943,-8.098490313073402,2.39
-2.486293259295325,2.952752722534952,-2.0926502916361174,2.048570775110654,-4.340053151534805,-5.5114237304689,7.71085996556395,1.2315849886901402,0.935405308579014,2.777732474350534,2.9
-5.958073516565726,-0.40781282617408093,5.300169386804376,-1.3256713301038556,-6.0963868458796435,-6.099169232760367,0.8856342949432886,3.8253541121074313,-6.523092928110971,-0.626679138978716,2.67
0.7384866057255448,2.9763485690193936,-5.432137328958007,-3.4116921514686243,2.1533111887926366,1.195653479213063,4.062366782346253,4.263470654513513,2.3571995216544526,1.6503772839663298,2.77
22.22931513768233,5.146590555700972,12.017576598207413,1.210142788824026,-5.787307717322768,7.70252327351697,1.8764155773282725,-3.7524928275588265,4.030056805052847,4.121803312018467,2.48
3.0064865076919007,6.50899242964829,-5.467063005120578,8.63210108779458,0.2084023651617566,2.5029591591339386,5.507781908470699,-5.025035457773081,-7.80076126640671,6.893480362137818,2.9
2.0950891328865837,-0.07172184429601258,-3.7342876928167694,-6.676724427738456,1.1039715630257763,8.155013194706655,10.692918164847676,-1.4827025462424865,-1.6877116733788113,-9.677913422455275,2.58
